Station_Name,F1,TFR,FFR,MFR,FRI,Count,lat,lon,height
COUT,0.6582633053221288,0.7679738562091504,0.17061143984220908,0.23202614379084968,0.18484848484848485,1320,45.041051239,-0.117602525,81.7575484
CPAR,0.6968503937007874,0.8607902735562311,0.2056592167315973,0.139209726443769,0.18889911070223858,6522,50.039551222,15.783251478000013,283.2687061
CRAK,0.6503187837175085,0.8857715430861723,0.24975124378109453,0.11422845691382766,0.21864458754983135,6522,50.102392931,13.729242382999985,381.8669398
CREW,0.6996946046827281,0.8842195540308748,0.32023911187019644,0.11578044596912522,0.2522805017103763,3508,53.096099068,-2.394313325,119.8649304
CRJA,0.5404101326899879,0.5067873303167421,0.07688679245283019,0.49321266968325794,0.148711943793911,2562,37.801586007,13.00450427200002,578.8527243
CRLW,0.7016848364717542,0.8984771573604061,0.34410019775873435,0.10152284263959391,0.2611713665943601,2305,52.828136785,-6.932783197,118.6684402
CROL,0.650740563784042,0.850187265917603,0.30983772819472616,0.149812734082397,0.26361341507392716,2773,45.277698585,5.888976822000018,288.7575017
CRSN,0.7591292134831461,0.8201820940819423,0.15488099344601586,0.17981790591805766,0.16267488736068295,4217,45.192439548,8.105772915999978,211.6712936
CRVA,0.7232237539766703,0.8546365914786967,0.2946298984034833,0.14536340852130325,0.23988970588235295,1088,49.227622304,2.9075615450000214,153.7120959
CTAB,0.7016848364717542,0.8687116564417178,0.20237121831561733,0.1312883435582822,0.1846059490953695,6522,49.409800265,14.680224216,496.2237733
CYLM,0.5611353711790393,0.7178770949720671,0.24631751227495907,0.28212290502793297,0.25443037974683547,1580,46.291134195,4.780117093000001,242.9035268
D006,0.7028586414896407,0.8338518979464842,0.18335803514715224,0.16614810205351588,0.17898894154818326,6330,53.312097326,13.867827976,96.9787053
D007,0.7113151498784769,0.831964624131396,0.1691594691384032,0.16803537586860393,0.1688783570300158,6330,52.947978251,12.392233341000008,101.4357081
D012,0.7391423108440317,0.8860510805500982,0.1626067041432438,0.11394891944990176,0.15086887835703003,6330,51.940964729,13.899536925000008,114.3866635
D014,0.7295149355987942,0.8773895847066578,0.16642426760856016,0.12261041529334213,0.15592417061611374,6330,51.73677353,14.331253650999995,139.8427588
D018,0.7261354364971444,0.8444022770398482,0.15943850827571757,0.1555977229601518,0.15848284545168398,6354,52.814478698,12.766251124000007,94.8668424
D025,0.7142479513613534,0.8232784887263863,0.16783365160195204,0.17672151127361366,0.1701290525653132,6354,53.072347157,11.867906328000004,100.1809978
D136,0.8947368421052632,0.9444444444444444,0.125,0.05555555555555555,0.09523809523809523,42,51.565476511,12.982825239000022,154.0171401
D142,0.0,0.0,0.0,0.0,1.0,18,51.297144864,13.740837150000004,199.4629456
D148,0.8947368421052632,0.9444444444444444,0.125,0.05555555555555555,0.09523809523809523,42,50.492431849,12.100546622000024,463.4194469
D153,0.9714285714285714,0.9444444444444444,0.0,0.05555555555555555,0.023809523809523808,42,51.45054697,14.188348758000018,174.5725609
D204,0.6943172636681928,0.8386467143786597,0.1898138240958699,0.16135328562134027,0.18276972624798712,6210,50.984438165,12.425535003999984,286.5103615
D211,0.6922339405560882,0.8574821852731591,0.2318969346956908,0.14251781472684086,0.2075654704170708,6186,50.58386981,11.810730487,501.8076637
D221,0.6758508914100486,0.8633540372670807,0.21045998739760555,0.13664596273291926,0.1932367149758454,6210,51.122620084,11.423025617000008,260.648657
D391,0.661320172732881,0.8507936507936508,0.23261758691206544,0.1492063492063492,0.2122969837587007,2586,48.58570316,9.802378067000006,736.2776532
D448,0.7753623188405797,0.84251968503937,0.13003095975232198,0.15748031496062992,0.13777777777777778,450,50.088089682,8.226699833999987,241.7351845
D450,0.8089887640449439,0.8181818181818182,0.07941176470588235,0.18181818181818182,0.10805084745762712,472,49.874976406,8.656841988999986,223.9544599
